week,state,state_name,disease,cases,incidence_per_capita
192802,IN,INDIANA,SMALLPOX,125,3.89
192802,KS,KANSAS,SMALLPOX,125,6.76
192802,KY,KENTUCKY,SMALLPOX,27,1.05
192802,LA,LOUISIANA,SMALLPOX,11,0.53
192802,MA,MASSACHUSETTS,SMALLPOX,0,0.0
192802,MD,MARYLAND,SMALLPOX,0,0.0
192802,ME,MAINE,SMALLPOX,0,0.0
192802,MI,MICHIGAN,SMALLPOX,49,1.05
192802,MN,MINNESOTA,SMALLPOX,3,0.12
192802,MO,MISSOURI,SMALLPOX,51,1.42
192802,MS,MISSISSIPPI,SMALLPOX,7,0.35
192802,MT,MONTANA,SMALLPOX,27,4.99
192802,NC,NORTH CAROLINA,SMALLPOX,106,3.44
192802,ND,NORTH DAKOTA,SMALLPOX,6,0.9
192802,NE,NEBRASKA,SMALLPOX,44,3.21
192802,NJ,NEW JERSEY,SMALLPOX,0,0.0
192802,NM,NEW MEXICO,SMALLPOX,0,0.0
192802,NY,NEW YORK,SMALLPOX,18,0.16
192802,OK,OKLAHOMA,SMALLPOX,201,8.58
192802,OR,OREGON,SMALLPOX,49,5.24
192802,PA,PENNSYLVANIA,SMALLPOX,0,0.0
192802,RI,RHODE ISLAND,SMALLPOX,0,0.0
192802,SC,SOUTH CAROLINA,SMALLPOX,33,1.9
192802,SD,SOUTH DAKOTA,SMALLPOX,7,1.02
192802,TN,TENNESSEE,SMALLPOX,28,1.07
192802,TX,TEXAS,SMALLPOX,78,1.37
192802,UT,UTAH,SMALLPOX,33,6.55
192802,VT,VERMONT,SMALLPOX,0,0.0
192802,WA,WASHINGTON,SMALLPOX,70,4.51
192802,WI,WISCONSIN,SMALLPOX,27,0.92
192802,WV,WEST VIRGINIA,SMALLPOX,17,1.0
192802,WY,WYOMING,SMALLPOX,18,8.18
192803,AL,ALABAMA,SMALLPOX,8,0.3
192803,AR,ARKANSAS,SMALLPOX,14,0.76
192803,AZ,ARIZONA,SMALLPOX,0,0.0
192803,CA,CALIFORNIA,SMALLPOX,30,0.56
192803,CO,COLORADO,SMALLPOX,23,2.27
192803,CT,CONNECTICUT,SMALLPOX,20,1.27
192803,DE,DELAWARE,SMALLPOX,0,0.0
192803,FL,FLORIDA,SMALLPOX,7,0.49
192803,ID,IDAHO,SMALLPOX,3,0.67
192803,IL,ILLINOIS,SMALLPOX,27,0.36
192803,IN,INDIANA,SMALLPOX,120,3.74
192803,KS,KANSAS,SMALLPOX,74,4.0
192803,KY,KENTUCKY,SMALLPOX,28,1.09
